,InvoiceNo,CustomerID,InvoiceDate,Country,TotalAmount
7775,553012,17671.0,5/12/2011 18:13,United Kingdom,392.54999999999995
7776,553013,,5/12/2011 18:19,United Kingdom,1995.25
7777,553014,13451.0,5/12/2011 18:49,United Kingdom,640.01
7778,553015,12748.0,5/12/2011 18:55,United Kingdom,56.2
7779,553016,12748.0,5/12/2011 18:58,United Kingdom,7.5
7780,553017,12757.0,5/12/2011 19:01,Portugal,602.83
7781,553018,12757.0,5/12/2011 19:02,Portugal,557.72
7782,553021,18172.0,5/12/2011 19:22,United Kingdom,600.36
7783,553022,18172.0,5/12/2011 19:23,United Kingdom,59.8
7784,553034,17970.0,5/12/2011 20:03,United Kingdom,582.59
7785,553035,17337.0,5/12/2011 20:13,United Kingdom,500.9
7786,553036,15129.0,5/13/2011 8:09,United Kingdom,340.88
7787,553037,12471.0,5/13/2011 8:10,Germany,774.5999999999999
7788,553038,12471.0,5/13/2011 8:11,Germany,106.6
7789,553039,16422.0,5/13/2011 8:21,United Kingdom,600.63
7790,553040,15981.0,5/13/2011 8:58,United Kingdom,231.4
7791,553041,,5/13/2011 9:01,United Kingdom,0.0
7792,553042,15845.0,5/13/2011 9:01,United Kingdom,304.58
7793,553043,13953.0,5/13/2011 9:21,United Kingdom,750.0
7794,553044,12682.0,5/13/2011 9:24,France,495.98
7795,553045,12770.0,5/13/2011 9:33,Japan,1351.45
7796,553046,13534.0,5/13/2011 9:37,United Kingdom,314.0
7797,553047,13534.0,5/13/2011 9:38,United Kingdom,19.799999999999997
7798,553048,14291.0,5/13/2011 10:02,United Kingdom,612.08
7799,553049,14291.0,5/13/2011 10:03,United Kingdom,16.5
7800,553050,15498.0,5/13/2011 10:09,United Kingdom,344.15
7801,553051,15498.0,5/13/2011 10:11,United Kingdom,19.5
7802,553052,15251.0,5/13/2011 10:14,United Kingdom,1249.7
7803,553053,12857.0,5/13/2011 10:20,United Kingdom,304.8
7804,553054,17886.0,5/13/2011 10:22,United Kingdom,173.07
7805,553055,16618.0,5/13/2011 10:35,United Kingdom,341.52
7806,553056,16618.0,5/13/2011 10:37,United Kingdom,16.95
7807,553057,16161.0,5/13/2011 10:41,United Kingdom,407.35
7808,553058,17790.0,5/13/2011 10:44,United Kingdom,149.34
7809,553059,16660.0,5/13/2011 10:44,United Kingdom,101.76
7810,553060,15826.0,5/13/2011 10:44,United Kingdom,720.0
7811,553061,17238.0,5/13/2011 11:12,United Kingdom,262.25
7812,553062,13629.0,5/13/2011 11:25,United Kingdom,821.0
7813,553063,13018.0,5/13/2011 11:38,United Kingdom,311.3
7814,553064,13018.0,5/13/2011 11:39,United Kingdom,51.4
7815,553067,16871.0,5/13/2011 11:44,United Kingdom,1110.51
7816,553074,15529.0,5/13/2011 11:45,United Kingdom,413.37
7817,553088,16180.0,5/13/2011 11:53,United Kingdom,1147.15
7818,553093,13798.0,5/13/2011 11:54,United Kingdom,558.94
7819,553095,16180.0,5/13/2011 11:54,United Kingdom,417.4
7820,553099,13798.0,5/13/2011 11:56,United Kingdom,127.49999999999999
7821,553100,,5/13/2011 11:57,United Kingdom,6.9
7822,553102,12980.0,5/13/2011 11:58,United Kingdom,892.62
7823,553120,17139.0,5/13/2011 12:12,United Kingdom,850.72
7824,553125,17139.0,5/13/2011 12:13,United Kingdom,507.14
7825,553129,17765.0,5/13/2011 12:34,United Kingdom,141.3
7826,553130,17398.0,5/13/2011 12:41,United Kingdom,222.77
7827,553131,16401.0,5/13/2011 12:44,United Kingdom,212.39999999999998
7828,553134,15382.0,5/13/2011 12:50,United Kingdom,568.6
7829,553140,15373.0,5/13/2011 12:53,United Kingdom,115.54
7830,553141,15907.0,5/13/2011 13:01,United Kingdom,251.18
7831,553142,14527.0,5/13/2011 13:05,United Kingdom,90.84
7832,553143,12695.0,5/13/2011 13:15,France,89.25
7833,553144,17669.0,5/13/2011 13:29,United Kingdom,619.5
7834,553145,14342.0,5/13/2011 13:50,United Kingdom,309.6
7835,553146,14873.0,5/13/2011 13:52,United Kingdom,519.68
7836,553147,,5/13/2011 13:58,United Kingdom,0.0
7837,553148,,5/13/2011 14:09,Hong Kong,1966.16
7838,553149,14226.0,5/13/2011 14:16,United Kingdom,726.1
7839,553151,13089.0,5/13/2011 14:53,United Kingdom,692.96
7840,553152,13089.0,5/13/2011 14:55,United Kingdom,375.45
7841,553153,13089.0,5/13/2011 14:56,United Kingdom,17.4
7842,553154,17061.0,5/13/2011 14:57,United Kingdom,384.0
7843,553155,13089.0,5/13/2011 14:57,United Kingdom,34.0
7844,553156,17841.0,5/13/2011 14:58,United Kingdom,240.73
7845,553157,,5/13/2011 15:09,United Kingdom,8.25
7846,553158,14194.0,5/13/2011 15:24,United Kingdom,689.4200000000001
7847,553159,14194.0,5/13/2011 15:25,United Kingdom,383.06
7848,553160,14194.0,5/13/2011 15:26,United Kingdom,85.36
7849,553161,12681.0,5/13/2011 15:48,France,415.28000000000003
7850,553162,,5/13/2011 15:53,United Kingdom,1348.3799999999999
7851,553164,17961.0,5/13/2011 16:12,United Kingdom,18.900000000000002
7852,553165,13623.0,5/13/2011 16:12,United Kingdom,147.58
7853,553166,17655.0,5/13/2011 16:14,United Kingdom,306.0
7854,553167,,5/13/2011 16:19,United Kingdom,1529.75
7855,553168,15159.0,5/13/2011 16:24,United Kingdom,308.3
7856,553169,15159.0,5/13/2011 16:26,United Kingdom,103.5
7857,553170,14676.0,5/13/2011 16:57,United Kingdom,223.44
7858,553171,,5/13/2011 17:05,United Kingdom,4.68
7859,553172,14031.0,5/13/2011 17:15,United Kingdom,132.0
7860,553173,17400.0,5/13/2011 17:34,United Kingdom,243.75
7861,553174,16206.0,5/15/2011 11:04,United Kingdom,127.45
7862,553175,,5/15/2011 11:17,United Kingdom,244.23
7863,553176,14689.0,5/15/2011 11:22,United Kingdom,112.8
7864,553177,13094.0,5/15/2011 11:23,United Kingdom,205.74
7865,553178,17302.0,5/15/2011 11:29,United Kingdom,120.27
7866,553179,15440.0,5/15/2011 11:30,United Kingdom,125.8
7867,553180,16466.0,5/15/2011 11:35,United Kingdom,212.4
7868,553181,16168.0,5/15/2011 11:43,United Kingdom,159.0
7869,553182,17107.0,5/15/2011 12:21,United Kingdom,2423.6
7870,553183,16076.0,5/15/2011 12:31,United Kingdom,305.45000000000005
7871,553184,13232.0,5/15/2011 12:33,United Kingdom,314.26
7872,553185,17504.0,5/15/2011 12:35,United Kingdom,537.49
7873,553186,13183.0,5/15/2011 12:46,United Kingdom,388.20000000000005
7874,553187,16809.0,5/15/2011 12:53,United Kingdom,128.8
7875,553188,15379.0,5/15/2011 12:55,United Kingdom,209.18
7876,553189,15033.0,5/15/2011 13:14,United Kingdom,419.34
7877,553190,15164.0,5/15/2011 13:14,United Kingdom,194.79
7878,553191,13118.0,5/15/2011 13:22,United Kingdom,185.22
7879,553192,15333.0,5/15/2011 13:27,United Kingdom,1028.56
7880,553193,15081.0,5/15/2011 13:31,United Kingdom,136.9
7881,553194,16283.0,5/15/2011 13:37,United Kingdom,277.81
7882,553195,12599.0,5/15/2011 13:45,France,151.4
7883,553196,17114.0,5/15/2011 14:15,United Kingdom,45.7
7884,553197,17263.0,5/15/2011 14:32,United Kingdom,63.440000000000005
7885,553198,13752.0,5/15/2011 14:48,United Kingdom,298.99
7886,553199,17758.0,5/15/2011 15:13,United Kingdom,445.29
7887,553200,16034.0,5/15/2011 15:14,United Kingdom,137.7
7888,553201,17758.0,5/15/2011 15:31,United Kingdom,25.75
7889,553202,15854.0,5/15/2011 16:02,United Kingdom,217.19
7890,553203,14911.0,5/15/2011 16:10,EIRE,603.78
7891,553204,16877.0,5/15/2011 16:13,United Kingdom,77.75
7892,553205,15813.0,5/16/2011 8:13,United Kingdom,533.26
7893,553206,14156.0,5/16/2011 8:16,EIRE,1543.0
7894,553207,17001.0,5/16/2011 9:02,United Kingdom,382.35
7895,553208,12674.0,5/16/2011 9:10,France,586.74
7896,553209,13777.0,5/16/2011 9:23,United Kingdom,266.7
7897,553210,14016.0,5/16/2011 9:40,EIRE,1133.33
7898,553211,15358.0,5/16/2011 9:40,United Kingdom,439.75
7899,553212,15358.0,5/16/2011 9:42,United Kingdom,104.15999999999998
7900,553213,13408.0,5/16/2011 9:49,United Kingdom,636.64
7901,553214,13408.0,5/16/2011 9:49,United Kingdom,464.1
7902,553215,13408.0,5/16/2011 9:50,United Kingdom,205.88
7903,553216,13408.0,5/16/2011 9:52,United Kingdom,132.8
7904,553217,13408.0,5/16/2011 9:52,United Kingdom,306.0
7905,553218,13408.0,5/16/2011 9:54,United Kingdom,134.10000000000002
7906,553219,13769.0,5/16/2011 9:57,United Kingdom,318.06
7907,553220,13319.0,5/16/2011 9:57,United Kingdom,732.9200000000001
7908,553221,16607.0,5/16/2011 9:58,United Kingdom,327.0
7909,553223,12993.0,5/16/2011 10:28,United Kingdom,72.4
7910,553224,17228.0,5/16/2011 10:40,United Kingdom,208.2
7911,553225,16912.0,5/16/2011 10:41,United Kingdom,283.32
7912,553226,16912.0,5/16/2011 10:43,United Kingdom,124.7
7913,553227,14211.0,5/16/2011 10:46,United Kingdom,150.4
7914,553228,16496.0,5/16/2011 10:48,United Kingdom,448.34
7915,553229,15039.0,5/16/2011 10:50,United Kingdom,496.49
7916,553235,13018.0,5/16/2011 11:13,United Kingdom,345.42
7917,553239,16226.0,5/16/2011 11:31,United Kingdom,109.32000000000001
7918,553315,16705.0,5/16/2011 12:03,United Kingdom,1203.3200000000002
7919,553316,12682.0,5/16/2011 12:04,France,139.88
7920,553317,16705.0,5/16/2011 12:04,United Kingdom,343.44
7921,553319,16705.0,5/16/2011 12:05,United Kingdom,33.0
7922,553339,15125.0,5/16/2011 12:19,United Kingdom,1820.64
7923,553340,15125.0,5/16/2011 12:20,United Kingdom,1122.2
7924,553341,16293.0,5/16/2011 12:25,United Kingdom,307.88
7925,553342,16293.0,5/16/2011 12:26,United Kingdom,125.55
7926,553343,16642.0,5/16/2011 12:35,United Kingdom,307.73
7927,553344,14952.0,5/16/2011 12:45,United Kingdom,298.8
7928,553345,16729.0,5/16/2011 12:53,United Kingdom,533.7
7929,553346,17054.0,5/16/2011 12:57,United Kingdom,306.45
7930,553347,14755.0,5/16/2011 12:59,United Kingdom,560.27
7931,553348,14911.0,5/16/2011 13:20,EIRE,754.8100000000001
7932,553350,12871.0,5/16/2011 13:32,United Kingdom,132.0
7933,553351,18118.0,5/16/2011 13:35,United Kingdom,311.7
7934,553352,13089.0,5/16/2011 13:41,United Kingdom,239.48
7935,553353,,5/16/2011 13:47,United Kingdom,2.95
7936,553356,14038.0,5/16/2011 14:05,United Kingdom,716.32
7937,553357,12684.0,5/16/2011 14:17,France,30.0
7938,553363,13650.0,5/16/2011 14:19,United Kingdom,373.4
7939,553368,18102.0,5/16/2011 14:24,United Kingdom,8895.66
7940,553369,15044.0,5/16/2011 14:30,United Kingdom,474.85
7941,553371,17288.0,5/16/2011 14:32,United Kingdom,245.88
7942,553374,14489.0,5/16/2011 14:51,United Kingdom,463.38
7943,553375,14911.0,5/16/2011 14:52,EIRE,1184.22
7944,553377,14888.0,5/16/2011 14:58,United Kingdom,369.2
7945,553379,14676.0,5/16/2011 15:28,United Kingdom,368.76
7946,553380,17190.0,5/16/2011 15:29,United Kingdom,195.0
7947,553381,13456.0,5/16/2011 15:34,United Kingdom,207.66
7948,553382,14217.0,5/16/2011 15:47,United Kingdom,202.24
7949,553383,18230.0,5/16/2011 15:48,United Kingdom,403.26
7950,553384,16899.0,5/16/2011 15:53,United Kingdom,177.0
7951,553385,16710.0,5/16/2011 15:53,United Kingdom,423.3
7952,553386,13381.0,5/16/2011 16:22,United Kingdom,655.24
7953,553387,,5/16/2011 16:33,United Kingdom,1680.06
7954,553388,15910.0,5/16/2011 16:36,United Kingdom,120.82000000000001
7955,553389,,5/16/2011 16:37,United Kingdom,1324.07
7956,553390,17841.0,5/16/2011 16:41,United Kingdom,466.28000000000003
7957,553391,,5/16/2011 16:42,United Kingdom,0.0
7958,553392,16131.0,5/16/2011 16:44,United Kingdom,608.16
7959,553393,,5/16/2011 16:46,United Kingdom,937.5
7960,553394,,5/16/2011 16:47,United Kingdom,0.0
7961,553395,,5/16/2011 16:47,United Kingdom,0.0
7962,553396,,5/16/2011 16:48,United Kingdom,0.0
7963,553398,,5/16/2011 17:07,United Kingdom,0.0
7964,553399,,5/16/2011 17:08,United Kingdom,0.0
7965,553400,,5/16/2011 17:09,United Kingdom,0.0
7966,553401,,5/16/2011 17:10,United Kingdom,0.0
7967,553402,17898.0,5/16/2011 17:13,United Kingdom,99.84
7968,553403,18061.0,5/17/2011 8:18,United Kingdom,159.49
7969,553404,14952.0,5/17/2011 8:34,United Kingdom,392.88
7970,553405,14952.0,5/17/2011 8:37,United Kingdom,581.6
7971,553406,14952.0,5/17/2011 8:38,United Kingdom,77.5
7972,553408,13976.0,5/17/2011 9:13,United Kingdom,357.98
7973,553410,14320.0,5/17/2011 9:24,United Kingdom,125.28
7974,553411,12714.0,5/17/2011 9:28,France,793.62
7975,553412,14344.0,5/17/2011 9:40,United Kingdom,61.5
7976,553413,,5/17/2011 9:45,United Kingdom,0.0
7977,553415,12463.0,5/17/2011 10:02,Belgium,297.38
7978,553416,18198.0,5/17/2011 10:04,United Kingdom,422.28000000000003
7979,553417,13871.0,5/17/2011 10:08,United Kingdom,631.49
7980,553418,18257.0,5/17/2011 10:10,United Kingdom,357.4
7981,553419,16639.0,5/17/2011 10:10,United Kingdom,162.95000000000002
7982,553420,17519.0,5/17/2011 10:14,United Kingdom,306.85
7983,553421,16139.0,5/17/2011 10:23,United Kingdom,139.79999999999998
7984,553422,16923.0,5/17/2011 10:27,United Kingdom,130.0
7985,553423,17811.0,5/17/2011 10:28,United Kingdom,187.42000000000002
7986,553427,17522.0,5/17/2011 10:36,United Kingdom,100.98
7987,553461,16316.0,5/17/2011 10:57,United Kingdom,680.14
7988,553462,17147.0,5/17/2011 10:57,United Kingdom,563.61
7989,553463,13488.0,5/17/2011 11:02,United Kingdom,927.45
7990,553464,16218.0,5/17/2011 11:07,United Kingdom,925.16
7991,553465,16218.0,5/17/2011 11:09,United Kingdom,116.0
7992,553466,17949.0,5/17/2011 11:10,United Kingdom,259.2
7993,553467,17857.0,5/17/2011 11:11,United Kingdom,159.0
7994,553468,16029.0,5/17/2011 11:14,United Kingdom,921.5999999999999
7995,553469,16029.0,5/17/2011 11:15,United Kingdom,905.76
7996,553470,18102.0,5/17/2011 11:27,United Kingdom,5410.0599999999995
7997,553471,18102.0,5/17/2011 11:28,United Kingdom,2462.26
7998,553472,15093.0,5/17/2011 11:28,United Kingdom,793.47
7999,553473,18102.0,5/17/2011 11:28,United Kingdom,254.88
8000,553474,18102.0,5/17/2011 11:29,United Kingdom,276.48
8001,553475,18102.0,5/17/2011 11:31,United Kingdom,866.4
8002,553476,14221.0,5/17/2011 11:41,United Kingdom,551.03
8003,553477,14239.0,5/17/2011 11:46,United Kingdom,319.21000000000004
8004,553481,,5/17/2011 12:06,United Kingdom,0.0
8005,553484,14513.0,5/17/2011 12:21,United Kingdom,298.6
8006,553485,13208.0,5/17/2011 12:25,United Kingdom,326.48
8007,553487,13246.0,5/17/2011 12:38,United Kingdom,564.96
8008,553488,18043.0,5/17/2011 12:40,United Kingdom,135.35
8009,553489,15730.0,5/17/2011 12:43,United Kingdom,467.43
8010,553490,13309.0,5/17/2011 12:44,United Kingdom,155.93
8011,553491,15624.0,5/17/2011 12:44,United Kingdom,127.5
8012,553496,14410.0,5/17/2011 12:47,United Kingdom,122.2
8013,553497,14410.0,5/17/2011 12:49,United Kingdom,75.8
8014,553498,17504.0,5/17/2011 12:56,United Kingdom,302.1
8015,553499,17504.0,5/17/2011 12:57,United Kingdom,210.35000000000002
8016,553500,17504.0,5/17/2011 12:58,United Kingdom,39.0
8017,553501,17504.0,5/17/2011 12:59,United Kingdom,9.9
8018,553503,14606.0,5/17/2011 13:20,United Kingdom,111.14
8019,553504,13310.0,5/17/2011 13:26,United Kingdom,407.47
8020,553505,12949.0,5/17/2011 13:27,United Kingdom,677.8
8021,553506,12949.0,5/17/2011 13:29,United Kingdom,38.6
8022,553507,17220.0,5/17/2011 13:35,United Kingdom,215.15
8023,553509,17220.0,5/17/2011 13:44,United Kingdom,194.38
8024,553515,17515.0,5/17/2011 14:03,United Kingdom,139.19
8025,553520,17238.0,5/17/2011 14:32,United Kingdom,103.83
8026,553521,,5/17/2011 14:35,United Kingdom,452.45
8027,553522,15005.0,5/17/2011 14:43,United Kingdom,274.29
8028,553523,,5/17/2011 14:46,United Kingdom,1957.1699999999998
8029,553524,15570.0,5/17/2011 14:46,United Kingdom,247.29
8030,553525,16266.0,5/17/2011 14:50,United Kingdom,127.28999999999999
8031,553526,16266.0,5/17/2011 14:54,United Kingdom,131.0
8032,553527,15123.0,5/17/2011 14:57,United Kingdom,1069.47
8033,553535,,5/17/2011 15:17,EIRE,1216.12
8034,553537,14032.0,5/17/2011 15:25,United Kingdom,303.17
8035,553538,15855.0,5/17/2011 15:26,United Kingdom,140.31
8036,553539,,5/17/2011 15:27,United Kingdom,465.87
8037,553540,17511.0,5/17/2011 15:32,United Kingdom,2649.52
8038,553541,,5/17/2011 15:33,United Kingdom,956.47
8039,553542,,5/17/2011 15:34,United Kingdom,763.9
8040,553543,,5/17/2011 15:35,United Kingdom,635.03
8041,553544,,5/17/2011 15:36,United Kingdom,504.41999999999996
8042,553545,,5/17/2011 15:37,United Kingdom,430.14
8043,553546,12415.0,5/17/2011 15:42,Australia,11924.800000000001
8044,553547,12474.0,5/17/2011 15:48,Germany,760.28
8045,553548,,5/17/2011 15:57,United Kingdom,0.0
8046,553549,,5/17/2011 16:09,United Kingdom,1364.33
8047,553550,13631.0,5/17/2011 16:21,United Kingdom,850.0
8048,553551,13631.0,5/17/2011 16:23,United Kingdom,100.0
8049,553552,17702.0,5/17/2011 16:23,United Kingdom,439.8
8050,553553,16156.0,5/17/2011 16:32,United Kingdom,447.71000000000004
8051,553556,17530.0,5/17/2011 16:48,United Kingdom,246.89
8052,553559,14931.0,5/17/2011 17:12,Channel Islands,293.0
8053,553565,17505.0,5/18/2011 9:01,United Kingdom,486.99
8054,553566,12690.0,5/18/2011 9:09,France,389.01
8055,553567,13592.0,5/18/2011 9:13,United Kingdom,32.849999999999994
8056,553570,13756.0,5/18/2011 9:23,United Kingdom,399.21000000000004
8057,553571,17287.0,5/18/2011 9:35,United Kingdom,132.4
8058,553572,18223.0,5/18/2011 9:37,United Kingdom,591.65
8059,553573,16446.0,5/18/2011 9:52,United Kingdom,2.9
8060,553574,16422.0,5/18/2011 9:59,United Kingdom,1373.46
8061,553575,18260.0,5/18/2011 10:08,United Kingdom,427.97
8062,553576,14282.0,5/18/2011 10:29,United Kingdom,664.0
8063,553577,12437.0,5/18/2011 10:34,France,368.2
8064,553578,13767.0,5/18/2011 10:39,United Kingdom,356.16
8065,553579,13767.0,5/18/2011 10:39,United Kingdom,19.799999999999997
8066,553585,15301.0,5/18/2011 10:41,United Kingdom,306.90999999999997
8067,553607,16684.0,5/18/2011 10:47,United Kingdom,5176.12
8068,553612,17556.0,5/18/2011 10:48,United Kingdom,157.9
8069,553614,16684.0,5/18/2011 10:48,United Kingdom,427.8
8070,553625,16684.0,5/18/2011 10:50,United Kingdom,822.5999999999999
8071,553638,14180.0,5/18/2011 10:56,United Kingdom,193.75
8072,553650,14731.0,5/18/2011 11:02,United Kingdom,123.36
8073,553651,,5/18/2011 11:06,United Kingdom,0.0
8074,553652,,5/18/2011 11:06,United Kingdom,0.0
8075,553653,16701.0,5/18/2011 11:08,United Kingdom,319.25
8076,553654,13094.0,5/18/2011 11:08,United Kingdom,205.74
8077,553655,16775.0,5/18/2011 11:14,United Kingdom,114.7
8078,553657,14583.0,5/18/2011 11:28,United Kingdom,174.51
8079,553658,16818.0,5/18/2011 11:42,United Kingdom,554.42
8080,553659,,5/18/2011 11:47,United Kingdom,0.0
8081,553660,14620.0,5/18/2011 11:58,United Kingdom,177.43
8082,553661,13572.0,5/18/2011 11:59,United Kingdom,1384.25
8083,553662,14758.0,5/18/2011 12:07,United Kingdom,224.47
8084,553663,14527.0,5/18/2011 12:13,United Kingdom,159.65
8085,553664,16906.0,5/18/2011 12:15,United Kingdom,99.0
8086,553666,12679.0,5/18/2011 12:18,France,112.32000000000001
8087,553668,13993.0,5/18/2011 12:21,United Kingdom,391.75
8088,553670,14407.0,5/18/2011 12:28,United Kingdom,645.5
8089,553671,13659.0,5/18/2011 12:37,United Kingdom,527.8
8090,553672,15811.0,5/18/2011 12:44,United Kingdom,397.51
8091,553673,16814.0,5/18/2011 12:46,United Kingdom,600.39
8092,553674,12483.0,5/18/2011 12:50,Sweden,115.60000000000001
8093,553675,13719.0,5/18/2011 12:52,United Kingdom,205.84
8094,553676,16553.0,5/18/2011 12:57,United Kingdom,647.26
8095,553677,16553.0,5/18/2011 12:58,United Kingdom,162.0
8096,553678,14009.0,5/18/2011 13:00,United Kingdom,380.91
8097,553679,14565.0,5/18/2011 13:09,United Kingdom,710.14
8098,553680,13258.0,5/18/2011 13:11,United Kingdom,224.62
8099,553681,15410.0,5/18/2011 13:13,United Kingdom,152.17
8100,553682,14646.0,5/18/2011 13:20,Netherlands,732.4
8101,553683,14060.0,5/18/2011 13:50,United Kingdom,285.1
8102,553684,16389.0,5/18/2011 13:55,United Kingdom,550.52
8103,553685,18097.0,5/18/2011 13:56,United Kingdom,799.38
8104,553686,14911.0,5/18/2011 13:58,EIRE,1414.36
8105,553689,17389.0,5/18/2011 14:07,United Kingdom,370.26
8106,553690,17389.0,5/18/2011 14:08,United Kingdom,108.0
8107,553691,15311.0,5/18/2011 14:08,United Kingdom,870.92
8108,553701,14463.0,5/18/2011 14:42,United Kingdom,115.92
8109,553702,13263.0,5/18/2011 14:50,United Kingdom,167.64
8110,553703,13192.0,5/18/2011 14:57,United Kingdom,464.32
8111,553706,13854.0,5/18/2011 15:23,United Kingdom,302.64
8112,553707,16843.0,5/18/2011 15:26,United Kingdom,1026.27
8113,553708,16843.0,5/18/2011 15:28,United Kingdom,112.19999999999999
8114,553709,13767.0,5/18/2011 15:29,United Kingdom,454.34000000000003
8115,553710,17338.0,5/18/2011 15:35,United Kingdom,300.05
8116,553711,13552.0,5/18/2011 15:39,United Kingdom,538.1800000000001
8117,553712,13552.0,5/18/2011 15:41,United Kingdom,540.36
8118,553713,13798.0,5/18/2011 15:47,United Kingdom,325.4
8119,553714,16987.0,5/18/2011 15:55,United Kingdom,213.05
8120,553715,,5/18/2011 16:05,United Kingdom,12.45
8121,553718,,5/18/2011 16:14,United Kingdom,1588.12
8122,553719,,5/18/2011 16:18,United Kingdom,0.0
8123,553720,13417.0,5/18/2011 16:26,United Kingdom,236.0
8124,553721,16570.0,5/18/2011 16:37,United Kingdom,569.0899999999999
8125,553722,12999.0,5/18/2011 16:37,United Kingdom,59.099999999999994
8126,553724,17047.0,5/18/2011 16:50,United Kingdom,439.39
8127,553725,17047.0,5/18/2011 16:51,United Kingdom,310.04
8128,553726,16681.0,5/18/2011 16:52,United Kingdom,259.32
8129,553727,13531.0,5/18/2011 16:56,United Kingdom,178.35
8130,553730,16525.0,5/19/2011 7:49,United Kingdom,555.46
8131,553731,12481.0,5/19/2011 8:26,Germany,738.96
8132,553732,12481.0,5/19/2011 8:27,Germany,134.82
8133,553733,14735.0,5/19/2011 8:29,United Kingdom,92.10000000000001
8134,553734,14735.0,5/19/2011 8:31,United Kingdom,147.54
8135,553735,14735.0,5/19/2011 8:32,United Kingdom,36.0
8136,553736,14735.0,5/19/2011 8:33,United Kingdom,60.0
8137,553737,15116.0,5/19/2011 8:50,United Kingdom,479.65
8138,553738,17469.0,5/19/2011 8:55,United Kingdom,305.36
8139,553739,14895.0,5/19/2011 9:23,United Kingdom,1073.09
8140,553740,16647.0,5/19/2011 9:31,United Kingdom,127.75
8141,553741,12520.0,5/19/2011 9:37,Germany,463.59999999999997
8142,553742,16133.0,5/19/2011 9:38,United Kingdom,310.5
8143,553743,,5/19/2011 9:44,United Kingdom,0.0
8144,553744,,5/19/2011 9:44,United Kingdom,0.0
8145,553747,13627.0,5/19/2011 9:47,United Kingdom,294.73
8146,553749,13468.0,5/19/2011 9:59,United Kingdom,253.8
8147,553750,15660.0,5/19/2011 10:16,United Kingdom,358.22
8148,553751,15630.0,5/19/2011 10:16,United Kingdom,396.86
8149,553752,14896.0,5/19/2011 10:20,United Kingdom,211.55
8150,553753,12971.0,5/19/2011 10:22,United Kingdom,259.20000000000005
8151,553754,16175.0,5/19/2011 10:25,United Kingdom,194.11999999999998
8152,553755,17457.0,5/19/2011 10:32,United Kingdom,367.2
8153,553762,18145.0,5/19/2011 10:38,United Kingdom,414.77
8154,553765,17245.0,5/19/2011 10:43,United Kingdom,171.45
8155,553766,,5/19/2011 10:44,United Kingdom,792.41
8156,553767,,5/19/2011 10:46,United Kingdom,615.12
8157,553768,,5/19/2011 10:47,United Kingdom,817.65
8158,553781,16008.0,5/19/2011 10:54,United Kingdom,139.15
8159,553828,17865.0,5/19/2011 11:24,United Kingdom,862.89
8160,553829,16455.0,5/19/2011 11:28,United Kingdom,188.1
8161,553830,17871.0,5/19/2011 11:32,United Kingdom,155.9
8162,553831,14442.0,5/19/2011 11:36,Channel Islands,914.24
8163,553832,12957.0,5/19/2011 11:38,United Kingdom,384.58
8164,553833,17346.0,5/19/2011 11:41,United Kingdom,222.31
8165,553834,15189.0,5/19/2011 11:47,United Kingdom,696.0999999999999
8166,553835,13529.0,5/19/2011 11:50,United Kingdom,181.1
8167,553836,17017.0,5/19/2011 12:08,United Kingdom,566.18
8168,553837,17017.0,5/19/2011 12:09,United Kingdom,24.96
8169,553838,12620.0,5/19/2011 12:10,France,561.66
8170,553839,12897.0,5/19/2011 12:13,United Kingdom,87.7
8171,553842,12524.0,5/19/2011 12:24,Germany,400.88
8172,553843,12553.0,5/19/2011 12:29,France,352.85
8173,553844,13450.0,5/19/2011 12:36,United Kingdom,437.94
8174,553845,17675.0,5/19/2011 12:38,United Kingdom,727.0
8175,553846,15738.0,5/19/2011 12:40,United Kingdom,299.45000000000005
8176,553847,15738.0,5/19/2011 12:41,United Kingdom,16.6
8177,553848,17364.0,5/19/2011 12:50,United Kingdom,284.76
8178,553849,,5/19/2011 12:54,United Kingdom,3.95
8179,553850,18075.0,5/19/2011 12:59,United Kingdom,141.54000000000002
8180,553852,15599.0,5/19/2011 13:05,United Kingdom,448.83
8181,553853,16782.0,5/19/2011 13:08,United Kingdom,129.95000000000002
8182,553855,15854.0,5/19/2011 13:16,United Kingdom,310.5
8183,553856,16813.0,5/19/2011 13:28,United Kingdom,206.25
8184,553857,,5/19/2011 13:30,Unspecified,203.19
8185,553858,,5/19/2011 13:35,United Kingdom,117.89
8186,553859,14505.0,5/19/2011 13:35,United Kingdom,595.7
8187,553860,17841.0,5/19/2011 13:57,United Kingdom,184.95
8188,553861,13591.0,5/19/2011 13:58,United Kingdom,314.03
8189,553863,13418.0,5/19/2011 14:05,United Kingdom,446.82
8190,553864,15862.0,5/19/2011 14:08,United Kingdom,136.78
8191,553867,17306.0,5/19/2011 14:19,United Kingdom,451.70000000000005
8192,553868,16998.0,5/19/2011 14:24,United Kingdom,189.60000000000002
8193,553869,15394.0,5/19/2011 14:27,United Kingdom,848.78
8194,553870,17980.0,5/19/2011 14:29,United Kingdom,267.55
8195,553871,16998.0,5/19/2011 14:30,United Kingdom,7.5
8196,553872,13050.0,5/19/2011 14:35,United Kingdom,343.08
8197,553873,14859.0,5/19/2011 14:42,United Kingdom,296.86
8198,553874,15660.0,5/19/2011 14:44,United Kingdom,16.5
8199,553876,16463.0,5/19/2011 14:45,United Kingdom,319.37
