,StockCode,Description,UnitPrice
1035,22081,RIBBON REEL FLORA + FAUNA ,2.304113475177305
1036,22082,RIBBON REEL STRIPES DESIGN ,1.9744988344988343
1037,22083,PAPER CHAIN KIT RETROSPOT,3.754684975767367
1038,22084,PAPER CHAIN KIT EMPIRE,3.2547111111111113
1039,22085,PAPER CHAIN KIT SKULLS ,3.175714285714286
1040,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,3.3511570247933884
1041,22087,PAPER BUNTING WHITE LACE,3.351130434782609
1042,22088,PAPER BUNTING COLOURED LACE,3.5656147540983607
1043,22089,PAPER BUNTING VINTAGE PAISLEY,3.4879347826086957
1044,22090,PAPER BUNTING RETROSPOT,3.7654556650246307
1045,22091,EMPIRE TISSUE BOX,0.943757225433526
1046,22092,BLUE PAISLEY TISSUE BOX,0.5680645161290322
1047,22093,MOTORING TISSUE BOX,0.6029166666666667
1048,22094,RED RETROSPOT TISSUE BOX,1.0438785046728971
1049,22095,LADS ONLY TISSUE BOX,1.135796178343949
1050,22096,PINK PAISLEY SQUARE TISSUE BOX ,0.6398425196850394
1051,22097,SWALLOW SQUARE TISSUE BOX,0.6822289156626506
1052,22098,BOUDOIR SQUARE TISSUE BOX,0.9456989247311828
1053,22099,CARAVAN SQUARE TISSUE BOX,0.9506060606060606
1054,22100,SKULLS SQUARE TISSUE BOX,1.1765573770491802
1055,22101,MIRROR MOSAIC VOTIVE HOLDER,2.2391428571428573
1056,22102,MIRROR MOSAIC T-LIGHT HOLDER ,2.005
1057,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,1.9929032258064516
1058,22104,MIRROR MOSAIC CANDLE PLATE,1.58
1059,22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,3.8870588235294115
1060,22106,MIRROR MOSAIC HURRICANE LAMP ,5.085714285714285
1061,22107,PIZZA PLATE IN BOX,4.196702127659575
1062,22108,PING! MICROWAVE PLATE,3.1066666666666665
1063,22109,FULL ENGLISH BREAKFAST PLATE,5.438403908794788
1064,22110,BIRD HOUSE HOT WATER BOTTLE,4.041103448275862
1065,22111,SCOTTIE DOG HOT WATER BOTTLE,5.782568922305765
1066,22112,CHOCOLATE HOT WATER BOTTLE,6.044083239595051
1067,22113,GREY HEART HOT WATER BOTTLE,4.392621848739496
1068,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4.980060698027314
1069,22115,METAL SIGN EMPIRE TEA,2.34704347826087
1070,22116,METAL SIGN HIS DINNER IS SERVED,1.4663087248322146
1071,22117,METAL SIGN HER DINNER IS SERVED ,2.8908333333333336
1072,22118,JOY WOODEN BLOCK LETTERS,5.1425274725274726
1073,22119,PEACE WOODEN BLOCK LETTERS,6.308947368421053
1074,22120,WELCOME  WOODEN BLOCK LETTERS,10.97243523316062
1075,22121,NOEL WOODEN BLOCK LETTERS ,6.707338129496403
1076,22123,PING MICROWAVE APRON,3.000806451612903
1077,22124,SET OF 2 TEA TOWELS PING MICROWAVE,2.4642857142857144
1078,22125,UNION JACK HOT WATER BOTTLE ,10.453333333333333
1079,22127,PARTY CONES CARNIVAL ASSORTED,2.0496
1080,22128,PARTY CONES CANDY ASSORTED,1.373
1081,22129,PARTY CONES CANDY TREE DECORATION,1.9804950495049505
1082,22130,PARTY CONE CHRISTMAS DECORATION ,1.7363793103448277
1083,22131,FOOD CONTAINER SET 3 LOVE HEART ,2.7925082508250827
1084,22132,RED LOVE HEART SHAPE CUP,1.2030967741935483
1085,22133,PINK LOVE HEART SHAPE CUP,1.286390977443609
1086,22134,LADLE LOVE HEART RED ,0.6489024390243903
1087,22135,LADLE LOVE HEART PINK,0.6748333333333333
1088,22136,LOVE HEART SOCK HANGER,2.262134831460674
1089,22137,BATHROOM SET LOVE HEART DESIGN,3.1242857142857146
1090,22138,BAKING SET 9 PIECE RETROSPOT ,5.33348717948718
1091,22139,RETROSPOT TEA SET CERAMIC 11 PC ,5.698161616161617
1092,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2.592600422832981
1093,22142,CHRISTMAS CRAFT WHITE FAIRY ,1.737735368956743
1094,22143,,0.0
1095,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2.571740674955595
1096,22145,CHRISTMAS CRAFT HEART STOCKING ,2.1
1097,22146,EASTER CRAFT IVY WREATH WITH CHICK,0.975
1098,22147,FELTCRAFT BUTTERFLY HEARTS,1.6307297830374754
1099,22148,EASTER CRAFT 4 CHICKS ,2.2472164948453606
1100,22149,FELTCRAFT 6 FLOWER FRIENDS,2.4326269702276706
1101,22150,3 STRIPEY MICE FELTCRAFT,2.2682608695652173
1102,22151,PLACE SETTING WHITE HEART,0.5748695652173913
1103,22152,PLACE SETTING WHITE STAR,0.5453097345132744
1104,22153,ANGEL DECORATION STARS ON DRESS,0.5426950354609928
1105,22154,ANGEL DECORATION 3 BUTTONS ,0.5399999999999999
1106,22155,STAR DECORATION RUSTIC,0.5715686274509804
1107,22156,HEART DECORATION WITH PEARLS ,1.1508695652173913
1108,22157,ANGEL DECORATION WITH LACE PADDED,0.85
1109,22158,3 HEARTS HANGING DECORATION RUSTIC,3.3214814814814817
1110,22161,HEART DECORATION RUSTIC HANGING ,0.5926997245179063
1111,22162,HEART GARLAND RUSTIC PADDED,3.0970408163265306
1112,22163,HEART STRING MEMO HOLDER HANGING,1.7574803149606297
1113,22164,STRING OF STARS CARD HOLDER,3.3131250000000003
1114,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",11.879054054054054
1115,22166,WALL MIRROR RECTANGLE DIAMANTE PINK,11.956966292134831
1116,22167, OVAL WALL MIRROR DIAMANTE ,10.682962962962963
1117,22168,ORGANISER WOOD ANTIQUE WHITE ,8.200568181818182
1118,22169,FAMILY ALBUM WHITE PICTURE FRAME,10.06348717948718
1119,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,7.71874074074074
1120,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,9.908514851485148
1121,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3.809488188976378
1122,22174,PHOTO CUBE,2.579516616314199
1123,22175,PINK OWL SOFT TOY,3.4503428571428576
1124,22176,BLUE OWL SOFT TOY,3.2495081967213113
1125,22178,VICTORIAN GLASS HANGING T-LIGHT,1.6513152985074626
1126,22179,SET 10 LIGHTS NIGHT OWL,8.930468227424749
1127,22180,RETROSPOT LAMP,11.317633136094674
1128,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,0.9781666666666666
1129,22182,CAKE STAND VICTORIAN FILIGREE SMALL,4.343650793650793
1130,22183,CAKE STAND VICTORIAN FILIGREE MED,5.934732824427481
1131,22184,CAKE STAND VICTORIAN FILIGREE LARGE,8.20921052631579
1132,22185,SLATE TILE NATURAL HANGING,1.9443975903614457
1133,22186,RED STAR CARD HOLDER,3.0193506493506495
1134,22187,GREEN CHRISTMAS TREE CARD HOLDER,3.932944162436548
1135,22188,BLACK HEART CARD HOLDER,4.346073298429319
1136,22189,CREAM HEART CARD HOLDER,4.443339552238807
1137,22190,LOCAL CAFE MUG,2.180769230769231
1138,22191,IVORY DINER WALL CLOCK,8.832879818594105
1139,22192,BLUE DINER WALL CLOCK,9.007050938337802
1140,22193,RED DINER WALL CLOCK,9.218961864406781
1141,22194,BLACK DINER WALL CLOCK,9.346170212765957
1142,22195,LARGE HEART MEASURING SPOONS,2.349031413612565
1143,22196,SMALL HEART MEASURING SPOONS,1.2150920245398773
1144,22197,SMALL POPCORN HOLDER,1.0346273712737126
1145,22198,LARGE POPCORN HOLDER ,2.0966019417475725
1146,22199,FRYING PAN RED RETROSPOT,5.259647058823529
1147,22200,FRYING PAN PINK POLKADOT,5.8919718309859155
1148,22201,FRYING PAN BLUE POLKADOT,4.250666666666667
1149,22202,MILK PAN PINK POLKADOT,5.22609756097561
1150,22203,MILK PAN RED RETROSPOT,4.444324324324325
1151,22204,MILK PAN BLUE POLKADOT,3.7065853658536585
1152,22206,"MUG , DOTCOMGIFTSHOP.COM ",0.834
1153,22207,FRYING PAN UNION FLAG,6.130469483568075
1154,22208,WOOD STAMP SET THANK YOU,1.2700341296928328
1155,22209,WOOD STAMP SET HAPPY BIRTHDAY,1.1944692737430167
1156,22210,WOOD STAMP SET BEST WISHES,1.1272820512820512
1157,22211,WOOD STAMP SET FLOWERS,1.2933990147783252
1158,22212,FOUR HOOK  WHITE LOVEBIRDS,2.8146650717703348
1159,22214,CANDLE PLATE LACE WHITE,2.6326785714285714
1160,22215,CAKE STAND WHITE TWO TIER LACE,8.513203883495146
1161,22216,T-LIGHT HOLDER WHITE LACE,1.1177941176470587
1162,22217,T-LIGHT HOLDER HANGING LACE,1.3010588235294118
1163,22218,CAKE STAND LACE WHITE,4.25
1164,22219,LOVEBIRD HANGING DECORATION WHITE ,1.1758645276292334
1165,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,9.993645833333334
1166,22221,CAKE STAND LOVEBIRD 2 TIER PINK,10.592264150943397
1167,22222,CAKE PLATE LOVEBIRD WHITE,5.441216216216216
1168,22223,CAKE PLATE LOVEBIRD PINK,5.30493670886076
1169,22224,WHITE LOVEBIRD LANTERN,3.7214285714285715
1170,22227,HANGING HEART MIRROR DECORATION ,0.8901980198019802
1171,22228,BUNNY WOODEN PAINTED WITH BIRD ,0.9295973154362416
1172,22229,BUNNY WOODEN PAINTED WITH FLOWER ,0.931923076923077
1173,22230,JIGSAW TREE WITH WATERING CAN,0.7889814814814814
1174,22231,JIGSAW TREE WITH BIRDHOUSE,1.2245569620253165
1175,22232,JIGSAW TOADSTOOLS 3 PIECE,1.0654545454545454
1176,22233,JIGSAW RABBIT AND BIRDHOUSE,1.2898230088495575
1177,22236,CAKE STAND 3 TIER MAGIC GARDEN,12.513636363636362
1178,22241,GARLAND WOODEN HAPPY EASTER,1.6010121457489879
1179,22242,5 HOOK HANGER MAGIC TOADSTOOL,1.8515384615384614
1180,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,1.9181021897810218
1181,22244,3 HOOK HANGER MAGIC GARDEN,2.759298245614035
1182,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",1.1483653846153845
1183,22246,MAGIC GARDEN FELT GARLAND ,2.8058241758241755
1184,22247,BUNNY DECORATION MAGIC GARDEN,1.0170338983050846
1185,22248,DECORATION  PINK CHICK MAGIC GARDEN,1.0353508771929825
1186,22249,DECORATION WHITE CHICK MAGIC GARDEN,0.998343949044586
1187,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,1.0461333333333334
1188,22251,BIRDHOUSE DECORATION MAGIC GARDEN,1.5213286713286711
1189,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,1.2368055555555555
1190,22254,FELT TOADSTOOL LARGE,1.6237704918032787
1191,22255,FELT TOADSTOOL  SMALL,1.185844155844156
1192,22256,FELT FARM ANIMAL CHICKEN,1.5767857142857142
1193,22257,FELT FARM ANIMAL SHEEP,1.0997727272727273
1194,22258,FELT FARM ANIMAL RABBIT,1.3232911392405062
1195,22259,FELT FARM ANIMAL HEN,1.0475555555555556
1196,22260,FELT EGG COSY BLUE RABBIT ,1.2719444444444445
1197,22261,FELT EGG COSY WHITE RABBIT ,1.118205128205128
1198,22262,FELT EGG COSY CHICKEN,1.0978082191780822
1199,22263,FELT EGG COSY LADYBIRD ,1.0372727272727271
1200,22264,FELT FARM ANIMAL WHITE BUNNY ,1.0341
1201,22265,EASTER DECORATION NATURAL CHICK,0.7780281690140846
1202,22266,EASTER DECORATION HANGING BUNNY,0.5670000000000001
1203,22267,EASTER DECORATION EGG BUNNY ,1.094470588235294
1204,22268,EASTER DECORATION SITTING BUNNY,0.7163095238095238
1205,22269,EGG CUP NATURAL CHICKEN,1.0433070866141732
1206,22270,HAPPY EASTER HANGING DECORATION,4.366610169491525
1207,22271,FELTCRAFT DOLL ROSIE,3.359935691318328
1208,22272,FELTCRAFT DOLL MARIA,2.9426923076923077
1209,22273,FELTCRAFT DOLL MOLLY,3.253546511627907
1210,22274,FELTCRAFT DOLL EMILY,3.3156521739130436
1211,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,7.65
1212,22276,WASH BAG VINTAGE ROSE PAISLEY,3.2696590909090912
1213,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,2.6088
1214,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,7.3062903225806455
1215,22279,POCKET BAG BLUE PAISLEY RED SPOT,1.4122388059701494
1216,22280,POCKET BAG PINK PAISELY BROWN SPOT,1.2941237113402062
1217,22281,EASTER TREE YELLOW BIRDS,7.988437500000001
1218,22282,12 EGG HOUSE PAINTED WOOD,17.17
1219,22283,6 EGG HOUSE PAINTED WOOD,9.906708860759494
1220,22284,HEN HOUSE DECORATION,2.0194202898550726
1221,22285,"DECORATION HEN ON NEST, HANGING",2.0363709677419353
1222,22286,"DECORATION , WOBBLY RABBIT , METAL ",1.5914285714285714
1223,22287,"DECORATION , WOBBLY CHICKEN, METAL ",1.5206024096385542
1224,22288,HANGING METAL RABBIT DECORATION,1.5996825396825396
1225,22289,HANGING METAL CHICKEN DECORATION,1.4802702702702701
1226,22291,HANGING CHICK CREAM DECORATION,1.624921875
1227,22292,HANGING CHICK  YELLOW DECORATION,1.5909243697478992
1228,22293,HANGING CHICK GREEN DECORATION,1.713953488372093
1229,22294,HEART FILIGREE DOVE  SMALL,1.4469400630914826
1230,22295,HEART FILIGREE DOVE LARGE,1.9006896551724137
1231,22296,HEART IVORY TRELLIS LARGE,1.8754054054054055
1232,22297,HEART IVORY TRELLIS SMALL,1.7389717223650387
1233,22299,PIG KEYRING WITH LIGHT & SOUND ,1.7063855421686747
1234,22300,COFFEE MUG DOG + BALL DESIGN,3.082634146341463
1235,22301,COFFEE MUG CAT + BIRD DESIGN,3.1107407407407406
1236,22302,COFFEE MUG PEARS  DESIGN,2.72331797235023
1237,22303,COFFEE MUG APPLES DESIGN,2.747216117216117
1238,22304,COFFEE MUG BLUE PAISLEY DESIGN,3.1091935483870965
1239,22305,COFFEE MUG PINK PAISLEY DESIGN,3.001923076923077
1240,22306,SILVER MUG BONE CHINA TREE OF LIFE,1.8136974789915967
1241,22307,GOLD MUG BONE CHINA TREE OF LIFE,2.15175
1242,22308,TEA COSY BLUE STRIPE,4.214476190476191
1243,22309,TEA COSY RED  STRIPE,3.734552845528455
1244,22310,IVORY KNITTED MUG COSY ,2.583693693693694
1245,22311,OFFICE MUG WARMER BLACK+SILVER ,4.029735099337748
1246,22312,OFFICE MUG WARMER POLKADOT,3.5920863309352518
1247,22313,OFFICE MUG WARMER PINK,3.4976470588235293
1248,22314,OFFICE MUG WARMER CHOC+BLUE,3.9473722627737224
1249,22315,200 RED + WHITE BENDY STRAWS,1.4564
1250,22316,200 BENDY SKULL STRAWS,1.3682456140350876
1251,22317,FIVE CATS HANGING DECORATION,3.647777777777778
1252,22318,FIVE HEART HANGING DECORATION,3.9704137931034484
1253,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,0.5709375
1254,22320,BIRDS MOBILE VINTAGE DESIGN,6.245064935064935
1255,22321,BIRD DECORATION RED RETROSPOT,1.2771641791044774
1256,22322,BIRD DECORATION GREEN POLKADOT,1.1342857142857141
1257,22323,PINK POLKADOT KIDS BAG,1.95
1258,22324,BLUE POLKADOT KIDS BAG,3.4390666666666667
1259,22325,MOBILE VINTAGE HEARTS ,5.0756
1260,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,3.4477225130890052
1261,22327,ROUND SNACK BOXES SET OF 4 SKULLS,4.2432026143790855
1262,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,3.2613584288052375
1263,22329,ROUND CONTAINER SET OF 5 RETROSPOT,2.0618930041152264
1264,22331,WOODLAND PARTY BAG + STICKER SET,2.0020000000000002
1265,22332,SKULLS PARTY BAG + STICKER SET,1.7938961038961039
1266,22333,RETROSPOT PARTY BAG + STICKER SET,1.8682634730538923
1267,22334,DINOSAUR PARTY BAG + STICKER SET,1.7907843137254902
1268,22335,HEART DECORATION PAINTED ZINC ,0.9097021276595745
1269,22336,DOVE DECORATION PAINTED ZINC ,0.6109302325581395
1270,22337,ANGEL DECORATION PAINTED ZINC ,0.7082051282051283
1271,22338,STAR DECORATION PAINTED ZINC ,0.44492063492063494
1272,22339,CHRISTMAS TREE PAINTED ZINC ,0.43307692307692314
1273,22340,NOEL GARLAND PAINTED ZINC ,0.7658015267175572
1274,22341,LOVE GARLAND PAINTED ZINC ,2.4683333333333333
1275,22342,HOME GARLAND PAINTED ZINC ,1.831
1276,22343,PARTY PIZZA DISH RED RETROSPOT,0.6011458333333334
1277,22344,PARTY PIZZA DISH PINK POLKADOT,0.6288311688311689
1278,22345,PARTY PIZZA DISH BLUE POLKADOT,0.596
1279,22346,PARTY PIZZA DISH GREEN POLKADOT,0.5911475409836066
1280,22348,TEA BAG PLATE RED RETROSPOT,1.0830494505494503
1281,22349,DOG BOWL CHASING BALL DESIGN,4.121407407407407
1282,22350,ILLUSTRATED CAT BOWL ,3.05896
1283,22351,Given away,1.6466666666666665
1284,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,3.3002208835341365
1285,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,2.3611111111111107
1286,22354,RETROSPOT PADDED SEAT CUSHION,4.542023809523809
1287,22355,CHARLOTTE BAG SUKI DESIGN,1.2062609649122806
1288,22356,CHARLOTTE BAG PINK POLKADOT,1.238018018018018
1289,22357,KINGS CHOICE BISCUIT TIN,5.177604166666667
1290,22358,KINGS CHOICE TEA CADDY ,4.296412213740458
1291,22359,GLASS JAR KINGS CHOICE,3.4668181818181822
1292,22360,GLASS JAR ENGLISH CONFECTIONERY,3.7828215767634856
1293,22361,GLASS JAR DAISY FRESH COTTON WOOL,4.393082437275986
1294,22362,GLASS JAR PEACOCK BATH SALTS,3.934444444444445
1295,22363,GLASS JAR MARMALADE ,3.616263736263736
1296,22364,GLASS JAR DIGESTIVE BISCUITS,3.9616129032258067
1297,22365,DOORMAT RESPECTABLE HOUSE,9.743641304347825
1298,22366,DOORMAT AIRMAIL ,9.654823008849556
1299,22367,CHILDRENS APRON SPACEBOY DESIGN,2.4020593368237346
1300,22371,AIRLINE BAG VINTAGE TOKYO 78,5.134043583535109
1301,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,4.898223684210526
1302,22374,AIRLINE BAG VINTAGE JET SET RED,4.69728448275862
1303,22375,AIRLINE BAG VINTAGE JET SET BROWN,5.119421965317919
1304,22376,AIRLINE BAG VINTAGE JET SET WHITE,4.682301587301588
1305,22377,BOTTLE BAG RETROSPOT ,2.4185645933014355
1306,22378,WALL TIDY RETROSPOT ,3.015945945945946
1307,22379,RECYCLING BAG RETROSPOT ,3.1740526315789475
1308,22380,TOY TIDY SPACEBOY  ,2.662659932659933
1309,22381,TOY TIDY PINK POLKADOT,3.002551867219917
1310,22382,LUNCH BAG SPACEBOY DESIGN ,2.004395973154362
1311,22383,LUNCH BAG SUKI  DESIGN ,2.150393175074184
1312,22384,LUNCH BAG PINK POLKADOT,2.0191292875989446
1313,22385,JUMBO BAG SPACEBOY DESIGN,2.6403133903133904
1314,22386,JUMBO BAG PINK POLKADOT,2.588776978417266
1315,22389,PAPERWEIGHT SAVE THE PLANET,2.572391304347826
1316,22390,PAPERWEIGHT CHILDHOOD MEMORIES,2.784054054054054
1317,22391,PAPERWEIGHT HOME SWEET HOME,2.8731034482758617
1318,22393,PAPERWEIGHT VINTAGE COLLAGE,2.892837837837838
1319,22394,PAPERWEIGHT KINGS CHOICE ,2.6370833333333334
1320,22395,PAPERWEIGHT VINTAGE PAISLEY,3.3184848484848484
1321,22396,MAGNETS PACK OF 4 RETRO PHOTO,0.7557037037037037
1322,22398,MAGNETS PACK OF 4 SWALLOWS,0.7789147286821706
1323,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1.3244554455445545
1324,22400,MAGNETS PACK OF 4 HOME SWEET HOME,0.6569375
1325,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,0.689873417721519
1326,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,0.896484375
1327,22405,MONEY BOX POCKET MONEY DESIGN,1.421780821917808
1328,22406,MONEY BOX KINGS CHOICE DESIGN,1.5105882352941178
1329,22407,MONEY BOX FIRST ADE DESIGN,1.278
1330,22408,MONEY BOX CONFECTIONERY DESIGN,1.4883333333333333
1331,22409,MONEY BOX BISCUITS DESIGN,1.4783050847457626
1332,22410,MONEY BOX HOUSEKEEPING DESIGN,1.4191379310344827
1333,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2.675640599001664
1334,22412,METAL SIGN NEIGHBOURHOOD WITCH ,2.5361437908496733
1335,22413,METAL SIGN TAKE IT OR LEAVE IT ,3.3427725118483416
1336,22414,DOORMAT NEIGHBOURHOOD WITCH ,9.7502
1337,22415,WHITE TISSUE REAM,7.382142857142858
1338,22416,SET OF 36 DOILIES SPACEBOY DESIGN ,1.5853246753246752
1339,22417,PACK OF 60 SPACEBOY CAKE CASES,0.7641495327102804
1340,22418,10 COLOUR SPACEBOY PEN,1.0509174311926606
1341,22419,LIPSTICK PEN RED,0.6
1342,22420,LIPSTICK PEN BABY PINK,0.589922480620155
1343,22421,LIPSTICK PEN FUSCHIA,0.61036866359447
1344,22422,TOOTHPASTE TUBE PEN,1.0335406698564593
1345,22423,REGENCY CAKESTAND 3 TIER,13.781484339536995
1346,22424,ENAMEL BREAD BIN CREAM,15.764228329809725
1347,22425,ENAMEL COLANDER CREAM,5.6727058823529415
1348,22426,ENAMEL WASH BOWL CREAM,4.80889400921659
1349,22427,ENAMEL FLOWER JUG CREAM,6.497750472589792
1350,22428,ENAMEL FIRE BUCKET CREAM,8.049152542372882
1351,22429,ENAMEL MEASURING JUG CREAM,4.811141439205955
1352,22430,ENAMEL WATERING CAN CREAM,5.5852358490566045
1353,22431,WATERING CAN BLUE ELEPHANT,2.3
1354,22432,WATERING CAN PINK BUNNY,2.232752613240418
1355,22433,WATERING CAN GREEN DINOSAUR,2.271206896551724
1356,22434,BALLOON PUMP WITH 10 BALLOONS,2.1183076923076922
1357,22435,SET OF 9 HEART SHAPED BALLOONS,1.4525
1358,22436,12 COLOURED PARTY BALLOONS,0.7030000000000001
1359,22437,SET OF 9 BLACK SKULL BALLOONS,1.0107359307359307
1360,22438,BALLOON ART MAKE YOUR OWN FLOWERS,1.7415384615384615
1361,22439,6 ROCKET BALLOONS ,0.7689371980676329
1362,22440,BALLOON WATER BOMB PACK OF 35,0.45429447852760735
1363,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2.5454385964912283
1364,22442,GROW YOUR OWN FLOWERS SET OF 3,6.882941176470588
1365,22443,GROW YOUR OWN HERBS SET OF 3,8.626914893617021
1366,22444,GROW YOUR OWN PLANT IN A CAN ,1.700793650793651
1367,22445,PENCIL CASE LIFE IS BEAUTIFUL,3.487608695652174
1368,22446,PIN CUSHION BABUSHKA PINK,2.8105882352941176
1369,22447,PIN CUSHION BABUSHKA BLUE,3.2939999999999996
1370,22448,PIN CUSHION BABUSHKA RED,3.8984444444444444
1371,22449,SILK PURSE BABUSHKA PINK,3.229251700680272
1372,22450,SILK PURSE BABUSHKA BLUE,3.5116393442622953
1373,22451,SILK PURSE BABUSHKA RED,3.9785185185185186
1374,22452,MEASURING TAPE BABUSHKA PINK,2.316174496644295
1375,22453,MEASURING TAPE BABUSHKA BLUE,2.729397590361446
1376,22454,MEASURING TAPE BABUSHKA RED,2.9893333333333336
1377,22456,NATURAL SLATE CHALKBOARD LARGE ,6.549784735812133
1378,22457,NATURAL SLATE HEART CHALKBOARD ,3.57721875
1379,22458,CAST IRON HOOK GARDEN FORK,3.388333333333333
1380,22459,CAST IRON HOOK GARDEN TROWEL,3.2718518518518516
1381,22460,EMBOSSED GLASS TEALIGHT HOLDER,1.5378995433789955
1382,22461,SAVOY ART DECO CLOCK,10.009402985074626
1383,22464,HANGING METAL HEART LANTERN,1.921698113207547
1384,22465,HANGING METAL STAR LANTERN,1.865358851674641
1385,22466,FAIRY TALE COTTAGE NIGHTLIGHT,2.4746511627906975
1386,22467,GUMBALL COAT RACK,2.8457045143638853
1387,22468,BABUSHKA LIGHTS STRING OF 10,8.278903225806452
1388,22469,HEART OF WICKER SMALL,1.953142164781906
1389,22470,HEART OF WICKER LARGE,3.2692827442827443
1390,22471,TV DINNER TRAY AIR HOSTESS ,5.68822429906542
1391,22472,TV DINNER TRAY DOLLY GIRL,6.083214285714285
1392,22473,TV DINNER TRAY VINTAGE PAISLEY,4.974298245614034
1393,22474,SPACEBOY TV DINNER TRAY,6.746518518518518
1394,22475,SKULL DESIGN TV DINNER TRAY,5.8358041958041955
1395,22476,EMPIRE UNION JACK TV DINNER TRAY,6.828203125
1396,22477,WATERING CAN GARDEN MARKER,1.7721705426356589
1397,22478,BIRDHOUSE GARDEN MARKER ,1.7792198581560283
1398,22479,DAISY GARDEN MARKER,1.7758163265306122
1399,22480,RED TEA TOWEL CLASSIC DESIGN,1.2773333333333332
1400,22481,BLACK TEA TOWEL CLASSIC DESIGN,1.0634848484848485
1401,22482,BLUE TEA TOWEL CLASSIC DESIGN,1.2422222222222221
1402,22483,RED GINGHAM TEDDY BEAR ,3.5814942528735636
1403,22485,SET OF 2 WOODEN MARKET CRATES,14.965377358490565
1404,22486,PLASMATRONIC LAMP,8.629999999999999
1405,22487,WHITE WOOD GARDEN PLANT LADDER,10.820939597315437
1406,22488,NATURAL SLATE RECTANGLE CHALKBOARD,2.061686182669789
1407,22489,PACK OF 12 TRADITIONAL CRAYONS,0.5395333333333333
1408,22491,PACK OF 12 COLOURED PENCILS,0.9119282511210761
1409,22492,MINI PAINT SET VINTAGE ,0.7815641025641026
1410,22493,PAINT YOUR OWN CANVAS SET,1.9055263157894735
1411,22494,EMERGENCY FIRST AID TIN ,1.8869565217391304
1412,22495,SET OF 2 ROUND TINS CAMEMBERT ,3.6344
1413,22496,SET OF 2 ROUND TINS DUTCH CHEESE,3.027037037037037
1414,22497,SET OF 2 TINS VINTAGE BATHROOM ,5.8155882352941175
1415,22498,WOODEN REGATTA BUNTING,6.838079470198675
1416,22499,WOODEN UNION JACK BUNTING,6.785242718446602
1417,22500,SET OF 2 TINS JARDIN DE PROVENCE,4.782376237623763
1418,22501,PICNIC BASKET WICKER LARGE,14.013106382978723
1419,22502,PICNIC BASKET WICKER SMALL,10.1464375
1420,22503,CABIN BAG VINTAGE PAISLEY,22.37891891891892
1421,22504,CABIN BAG VINTAGE RETROSPOT,22.66
1422,22505,MEMO BOARD COTTAGE DESIGN,5.645496894409938
1423,22507,MEMO BOARD RETROSPOT  DESIGN,6.279590517241379
1424,22508,DOORSTOP RETROSPOT HEART,4.543157894736842
1425,22509,SEWING BOX RETROSPOT DESIGN ,13.105444444444444
1426,22510,GINGHAM BABUSHKA DOORSTOP,2.425813953488372
1427,22511,RETROSPOT BABUSHKA DOORSTOP,2.819272727272727
1428,22512,DOORSTOP RACING CAR DESIGN,3.2302564102564104
1429,22513,DOORSTOP FOOTBALL DESIGN,4.653235294117647
1430,22514,CHILDS GARDEN SPADE BLUE,2.4043809523809525
1431,22515,CHILDS GARDEN SPADE PINK,2.5145454545454546
1432,22516,CHILDS GARDEN RAKE BLUE,2.683181818181818
1433,22517,CHILDS GARDEN RAKE PINK,2.488082191780822
1434,22518,CHILDS GARDEN BRUSH BLUE,2.5424705882352945
1435,22519,CHILDS GARDEN BRUSH PINK,2.514945054945055
1436,22520,CHILDS GARDEN TROWEL BLUE ,0.8668333333333333
1437,22521,CHILDS GARDEN TROWEL PINK,0.8900884955752212
1438,22522,CHILDS GARDEN FORK BLUE ,0.8828888888888888
1439,22523,CHILDS GARDEN FORK PINK,0.9333812949640289
